Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Embed_1,Embed_2,Embed_3,Embed_4
150,Services,USA,"40791,23099",0,"0,629333034","0,158737162",7,"0,064","0,060283212","0,003858126","6332,102359",1,,,,,0.003076654,0.056697704,-0.034185406,0.016497351
151,Finance,LatAm,"18733,44895","0,932115","-0,084196433","0,493435541",2,"0,084","1,8882513","0,158613109","37,94309069",1,,,,,-0.010802245,0.027926717,0.043955747,0.009486422
152,Services,USA,"12054,56002","0,776813697","-0,49963329","0,378899085",2,"0,064","2,399845338","0,153590102","36,13877552",1,,,,,0.026204607,0.17764166,-0.01483586,0.010309294
153,Retail,Europe,"65327,2718","0,191340539","-0,074283358","0,358961565",1,"0,09","0,888530223","0,07996772","256,4705791",0,,,,,0.022285184,0.08528329,-0.059940483,-0.0021414533
154,Finance,USA,"12047,35197","0,08102643","0,443706437","0,200440812",3,"0,056","0,266498358","0,014923908","691,7261621",1,,,,,0.0031963205,0.09584606,0.021860398,-6.981194e-05
155,Finance,LatAm,"10930,77676","0,684436985","0,485686559","0,723744223",3,"0,084","0,486312823","0,040850277","2,693230033",1,,,,,-0.019763136,0.023887517,0.02847876,-0.007567443
156,Finance,Europe,"7970,792281","0,51294424","0,105035478","0,217394032",3,"0,07","0,708704846","0,049609339","67,64927122",0,,,,,0.0084097795,0.024763407,-0.024538167,-0.018424977
157,Technology,LatAm,"24059,80057","0,726341566","0,19933742","0,723498009",4,"0,144","0,510903744","0,073570139","335,5197188",1,,,,,-0.019131588,0.008260172,0.028761577,0.0025906786
158,Energy,LatAm,"2822,646863","0,393318589","0,215676608","0,185242014",0,"0,06","1,325354894","0,079521294","145,8269728",1,,,,,-0.0023804922,0.023382582,-0.0011840817,-0.02163994
159,Manufacturing,LatAm,"265804,8074","0,209901912","-0,229822054","0,261565315",3,"0,072","0,615015545","0,044281119","207,6206113",1,,,,,0.010278922,0.019102337,-0.04003233,-0.013578288
160,Services,USA,"6765,959064","0,120297971","0,183342124","0,723009758",2,"0,064","0,381211841","0,024397558","331,0754556",1,,,,,0.00012922473,0.14234288,0.006972083,-0.0020709038
161,Finance,Europe,"48263,64314","0,606250435","0,509697088","0,437402427",0,"0,07","1,198388036","0,083887163","196,8698627",1,,,,,0.025458287,0.008691816,-0.037733503,-0.03761891
162,Services,Europe,"32606,5765","0,56043649","0,060324851","0,69461452",0,"0,08","1,541911104","0,123352888","49,08363229",1,,,,,-0.010906683,0.08587393,-0.017362822,-0.035800625
163,Energy,Europe,"26114,92326",0,"0,1188545","0,266776222",4,"0,05","0,234044828","0,011702241","471,391164",1,,,,,-0.009471061,0.045640036,-0.021993214,-0.021083176
164,Technology,LatAm,"22692,50481","0,339514772","0,124584284","1,013491134",4,"0,144","0,266586185","0,038388411","245,5151028",1,,,,,-0.013136061,-0.0044925087,-0.0037335446,-0.030276522
165,Retail,LatAm,"339066,6749","0,37485746","0,100568792","0,317963998",2,"0,108","0,742847428","0,080227522","40,02842794",1,,,,,0.0011963602,0.02030318,-0.019064473,-0.022654995
166,Retail,USA,"127357,2342","0,172659435","0,13306913","0,747836408",2,"0,072","0,428271396","0,030835541","256,4130332",1,,,,,-0.018307203,0.0701223,-0.0053861993,-0.023114666
167,Manufacturing,LatAm,"50098,26073","0,846799772","0,276188717","0,447287663",1,"0,072","1,600581674","0,11524188","46,50343851",1,,,,,0.017443424,-0.012408445,-0.026697386,-0.020602167
168,Services,LatAm,"11323,5211","0,716763277","-0,144192321","0,27835473",3,"0,096","1,197408778","0,114951243","88,02994161",0,,,,,-0.004130196,0.01669661,-0.021836773,-0.027404018
169,Retail,USA,"8584,110868","0,281188975","-0,242733575","0,29444233",1,"0,072","1,242711733","0,089475245","132,0157164",1,,,,,-0.046089463,0.13554025,-0.005981871,-0.054241516
170,Technology,Europe,"13805,00955","0,346730997","0,130187523","0,636076957",3,"0,12","0,436865677","0,052423881","187,4339839",1,,,,,-0.01982035,0.05189248,0.0060229274,-0.007704526
171,Technology,USA,"21084,94029",1,"0,11986307","1,735008582",4,"0,096","0,502898277","0,048278235","1,883292904",1,,,,,-0.027821789,0.19254635,0.019314528,-0.014613554
172,Energy,Europe,"30235,91531","0,298461172","0,233572425","0,188857639",2,"0,05","0,618591917","0,030929596","761,0962316",1,,,,,-0.017088806,0.100022376,-0.004997203,0.013640352
173,Finance,Europe,"8581,054548","0,666330887","-0,078739521","0,272645084",1,"0,07","1,900112909","0,133007904","0,308879075",1,,,,,0.013691971,0.08872846,-0.017516632,-0.011369206
174,Manufacturing,USA,"58125,13781",0,"0,362801579","0,414628632",2,"0,048","0,310330974","0,014895887","12,25499423",1,,,,,0.02106489,0.16495909,0.01743069,0.0141759515
175,Finance,USA,"26035,69719","0,379481568","-0,317837577","0,542139394",1,"0,056","1,371616858","0,076810544","95,86069095",1,,,,,0.016501054,0.1443423,0.014402823,-0.020120852
176,Retail,LatAm,"13754,54198","0,467645766","0,099065542","0,38821845",2,"0,108","0,825549447","0,08915934","53,43281463",1,,,,,-0.015879543,0.06223112,-0.011305186,-0.04826864
177,Retail,Europe,"7655,747743",0,"0,085445459","0,784014635",4,"0,09","0,186849317","0,016816439","21,03605801",1,,,,,0.0044936594,0.052690115,-0.01172283,-0.018204622
178,Technology,Europe,"3582,534243",1,"0,159839917","0,323989233",2,"0,12","1,782764887","0,213931786","21,8544295",1,,,,,0.0019367915,0.26762986,0.017611112,0.03005907
179,Retail,LatAm,"8798,863595","0,791573858","0,042438701","0,294474187",4,"0,108","0,816837577","0,088218458","57,17055538",1,,,,,-0.011088552,0.047302656,-0.009182407,-0.0042826384
180,Retail,USA,"19216,99084",1,"0,064399353","0,409539151",2,"0,072","1,879171657","0,135300359","30,45711504",1,,,,,-0.021487886,0.1430948,-0.000744327,-0.021451436
181,Energy,Europe,"6154,360482","0,857128688","0,206504775","0,25996133",3,"0,05","1,050438391","0,05252192","327,5071085",0,,,,,-0.00075468794,0.28120303,-0.00699969,0.03663156
182,Manufacturing,LatAm,"66520,12086","0,548593718","0,210343441","0,445806927",2,"0,072","0,810295464","0,058341273","216,5243106",1,,,,,0.003300354,0.111979745,0.016510505,0.015398137
183,Energy,USA,"52784,42371","0,346901819","0,046351684","0,255786161",3,"0,04","0,574708665","0,022988347","313,7249996",0,,,,,0.0045964187,0.24164388,-0.02671127,-0.010570288
184,Manufacturing,USA,"39965,31335","0,174852188","0,455872238","0,560448182",3,"0,048","0,253138617","0,012150654","1287,544209",1,,,,,0.013568189,0.10640067,-0.022788689,-0.01133173
185,Retail,LatAm,"30473,18656","0,499486817","0,071748099","0,636769608",5,"0,108","0,319530458","0,03450929","820,5249725",1,,,,,-0.020777317,0.16633557,-0.0027620634,-0.0027759224
186,Retail,USA,"17721,14531","0,376114966","0,043155516","0,464921687",2,"0,072","0,732388689","0,052731986","69,01956349",0,,,,,0.001707416,0.10650439,-0.016967852,-0.0030466318
187,Energy,USA,"100033,7394","0,508952337","0,113082839","0,512642016",4,"0,04","0,446652075","0,017866083","48,98912286",1,,,,,0.02609783,0.11256716,-0.040756896,-0.02105644
188,Manufacturing,LatAm,"32862,74606","0,517792518","0,400165767","0,370820768",2,"0,072","0,664389056","0,047836012","33,08947152",1,,,,,-0.004869001,0.10337603,-0.004460032,0.0036761463
189,Retail,LatAm,"23135,30206","0,462168061","0,054401538","0,895950291",0,"0,108","1,210308648","0,130713334","50,96498232",1,,,,,0.013836289,0.03907532,-0.014233043,-0.0012530163
190,Finance,USA,"10050,98376","0,027100714","-0,3356875","0,520335423",2,"0,056","0,616418514","0,034519437","576,1264667",1,,,,,0.006198411,0.10218385,-0.011397103,-0.033093214
191,Manufacturing,Europe,"12906,01511",0,"0,51864223","0,588803908",3,"0,06","0,180316041","0,010818962","281,7377213",1,,,,,0.007155653,0.121075474,-0.02312177,0.019529305
192,Technology,USA,"40488,31465","0,441206449","0,216586471","0,927761591",0,"0,096","0,981515382","0,094225477","10,85254318",1,,,,,0.0039142994,0.26313654,0.023763116,0.0035346672
193,Manufacturing,LatAm,"3403,378388","0,681363682","-0,217257546","0,03665336",4,"0,072","1,02119794","0,073526252","14,56842758",1,,,,,0.011402199,0.04009476,-0.017804366,-0.0066987798
194,Services,Europe,"27796,46405",0,"0,850677981","0,543317269",1,"0,08","0,241149884","0,019291991","2215,707801",0,,,,,0.0143443355,0.014455715,-0.03318079,-0.009129986
195,Energy,LatAm,"13419,60641","0,735262281","-0,030059945","0,102667646",2,"0,06","1,618693826","0,09712163","35,23652791",1,,,,,0.0011539981,0.054537807,-0.009875686,-0.008855775
196,Energy,LatAm,"37216,77837","0,783448351","0,284022701","0,189125861",5,"0,06","0,494893295","0,029693598","91,60246008",1,,,,,-0.016465204,0.042724572,0.0021486124,-0.008544348
197,Retail,LatAm,"107332,073","0,890003393","0,051564361","0,834746377",2,"0,108","1,304823182","0,140920904","0,475437125",1,,,,,0.013167793,0.0023671226,-0.022303697,-0.03123872
198,Retail,LatAm,"40575,27376",1,"0,004231985","0,361831935",2,"0,108","2,043884261","0,2207395","10,9176435",1,,,,,0.006702616,0.022013929,-0.0053978404,-0.026851214
199,Services,USA,"76677,35395","0,2197581","0,29551612","0,410256823",4,"0,064","0,253851106","0,016246471","1,564270544",1,,,,,0.018403519,0.10167077,-0.013450681,-0.016879119
200,Manufacturing,LatAm,"19789,95004","0,451111598","-0,581135178","0,441355721",1,"0,072","2,089917759","0,150474079","47,95656885",1,,,,,-0.0010140408,0.09734188,0.024143856,-0.006626107
201,Retail,LatAm,"136275,2737","0,614709176","0,054589741","0,505068437",2,"0,108","1,015051962","0,109625612","20,35884595",0,,,,,0.007728573,0.10675251,0.03395598,-0.022244804
202,Technology,Europe,"32243,54761","0,539171106","0,178058889","0,69736524",2,"0,12","0,727613812","0,087313657","57,82381435",1,,,,,0.022387685,0.09670402,-0.01042396,-0.023836575
203,Retail,Europe,"9645,616066","0,460362006","0,015891367","0,057212407",5,"0,09","0,425728031","0,038315523","27,11297672",1,,,,,0.018930439,0.057300393,-0.004199215,-0.02049977
204,Services,Europe,"38694,8109","0,072899114","0,503436622","0,235349201",2,"0,08","0,328978608","0,026318289","1422,192431",1,,,,,0.002634192,0.088443495,-0.015765475,0.011852562
205,Services,Europe,"19976,24713",1,"-0,602115691","0,183822445",2,"0,08","4,096792983","0,327743439","22,47719305",0,,,,,-0.003253309,0.17875205,0.005268691,0.027445994
206,Energy,Europe,"7709,538658","0,774422036","0,100290106","0,543777959",2,"0,05","1,208589489","0,060429474","100,3467788",0,,,,,0.010737967,0.14046617,-0.01467211,-0.015684336
207,Finance,USA,"1990,246594",1,"-1,259544793","0,20359802",4,"0,056","4,296263893","0,240590778","55,17825487",1,,,,,-0.0057877507,0.15883623,0.0017183544,-0.006341487
208,Manufacturing,Europe,"181234,498","0,544235741","-0,37561227","0,140216991",2,"0,06","1,685154726","0,101109284","236,5992517",0,,,,,0.02353172,0.11308431,-0.017527498,-0.013118662
209,Energy,USA,"15231,94648","0,550343875","0,306295656","0,532068825",3,"0,04","0,523711532","0,020948461","2742,061991",1,,,,,0.004494613,0.23612754,-0.001999801,-0.0067331865
210,Manufacturing,USA,"57689,39204",0,"1,149854386","0,123043285",3,"0,048","0,121071254","0,00581142","151,2988655",0,,,,,0.04171482,0.117316954,-0.031443298,-0.015730627
211,Finance,USA,"30817,0436",0,"0,378324329","0,454728217",3,"0,056","0,221864501","0,012424412","1781,146457",1,,,,,0.0057938853,0.19970073,-0.011744073,-0.013776854
212,Retail,Europe,"69676,13517",0,"0,059999967","0,105924597",5,"0,09","0,19929637","0,017936673","160,7045358",0,,,,,0.036537915,0.04539065,-0.035349112,-0.0014318004
213,Energy,LatAm,"11075,81328","0,455923738","0,209125921","0,655790257",3,"0,06","0,470887794","0,028253268","30,77906625",1,,,,,0.021471728,0.10908325,0.004898308,-0.016045894
214,Energy,LatAm,"16861,04261","0,497387992","0,066463431","0,407505299",4,"0,06","0,484744131","0,029084648","88,1720752",1,,,,,0.013728162,0.011522235,-0.012729039,-0.016441744
215,Energy,USA,"5962,47754","0,440249309","0,106858685","0,028842346",4,"0,04","0,516383334","0,020655333","171,1855906",1,,,,,-0.006974114,0.1231718,-0.0016232086,-0.013783205
216,Retail,USA,"22543,92148","0,040724005","0,097757316","0,071082374",3,"0,072","0,378245246","0,027233658","27,5850459",1,,,,,0.012635113,0.09533352,-0.01887539,0.013568334
217,Technology,Europe,"10560,65347","0,704503095","0,127467132","0,569661627",4,"0,12","0,573760451","0,068851254","28,8291063",1,,,,,0.012252406,0.07483844,-0.031501856,-0.0025695637
218,Technology,USA,"6057,832011","0,486043312","0,168437762","0,829603443",3,"0,096","0,470398762","0,045158281","72,37244319",0,,,,,-0.0011349302,0.101199724,-0.02508071,0.009781115
219,Technology,Europe,"29435,82856","0,714178822","0,287648011","0,866753372",4,"0,12","0,427519036","0,051302284","259,4948758",1,,,,,-0.013515847,0.09338621,-0.019482035,0.0027892515
220,Services,Europe,"17097,29488","0,983147953","0,205172857","0,568945152",1,"0,08","1,983923593","0,158713887","37,51972261",1,,,,,-0.007979104,0.19046432,-0.007451252,-0.0033410192
221,Energy,USA,"9174,189336",0,"0,129318542","0,209628829",3,"0,04","0,321700929","0,012868037","1790,916537",1,,,,,-0.0043433476,0.09554415,-0.0015974753,-0.00040685385
222,Manufacturing,USA,"32890,09263","0,088782049","0,50166826","0,527525387",0,"0,048","0,531390629","0,02550675","472,9996336",1,,,,,0.034985907,0.094372824,-0.01383174,-0.019232482
223,Manufacturing,LatAm,"9465,008091","0,242595792","-0,852273344","0,624304026",3,"0,072","1,004023091","0,072289663","272,3255491",1,,,,,0.013204988,0.061874792,-0.0005710209,-0.02023764
224,Energy,Europe,"34831,29724","0,233087566","0,051700891","0,97994005",1,"0,05","0,611378175","0,030568909","565,8545352",1,,,,,-0.005802734,0.15928577,-0.011975108,-0.0061528087
225,Manufacturing,Europe,"43274,38921","0,241136059","0,558794737","0,244944052",6,"0,06","0,120084133","0,007205048","477,5483326",1,,,,,-0.016228484,0.09863685,-0.009759308,0.0069603845
226,Energy,USA,"31610,34153",0,"0,108914501","0,236081324",1,"0,04","0,590399907","0,023615996","12,03823368",1,,,,,0.01661924,0.12004924,0.0039076535,-0.039280877
227,Retail,USA,"28690,35548","0,704506058","0,061414323","0,165025442",6,"0,072","0,411820396","0,029651069","140,9287495",1,,,,,-0.0029852018,0.1286971,-0.008509004,-0.028253734
228,Manufacturing,LatAm,"65068,21068","0,607054121","0,138860344","0,368816729",2,"0,072","0,987392621","0,071092269","117,5702294",1,,,,,-0.02229918,0.071993455,-0.0038760635,0.016969569
229,Services,USA,"11305,69285","0,746592843","-0,171913404","0,178273914",1,"0,064","2,466168451","0,157834781","92,56269566",1,,,,,-0.022664806,0.18168141,-0.009565651,-0.007161595
230,Retail,LatAm,"4178,674972","0,368318609","0,002122749","0,214594741",1,"0,108","1,153796483","0,12461002","391,7061871",1,,,,,-0.01844907,0.08664555,0.00038707163,0.009869091
231,Finance,USA,"32272,65996","0,365166712","-0,032742326","0,059242009",4,"0,056","0,52250088","0,029260049","371,1236448",1,,,,,-0.01602749,0.16899692,-0.0057867323,-0.0075151995
232,Retail,USA,"19335,80828","0,429939921","0,04841889","0,17474217",2,"0,072","0,913127193","0,065745158","39,83755084",1,,,,,-0.021535715,0.090141766,-0.0032474385,-0.007747054
233,Manufacturing,LatAm,"13128,77654","0,634814947","-0,600844447","0,636747257",3,"0,072","1,397511617","0,100620836","20,81544366",1,,,,,-0.004655106,0.026479958,-0.006506489,0.010640293
234,Energy,USA,"1148,614076","0,265709118","0,089642979","0,091004409",5,"0,04","0,290375169","0,011615007","225,3314335",1,,,,,-0.010756755,0.11912918,0.0054119965,-0.04209561
235,Finance,LatAm,"19371,3871","0,521687038","0,650673138","0,159180418",0,"0,084","1,053657252","0,088507209","217,9894893",0,,,,,0.000580268,0.023642503,-0.009314547,-0.014848128
236,Technology,Europe,"11994,69053","0,749090142","0,290938451","0,586916715",3,"0,12","0,697145182","0,083657422","150,5347661",0,,,,,-0.028945634,0.104067594,-0.017325843,0.012453146
237,Manufacturing,Europe,"31949,36826",0,"0,972953393","0,527211435",0,"0,06","0,290381672","0,0174229","417,0276625",1,,,,,-0.0048482977,0.047444418,-0.017647505,-0.008407168
238,Technology,Europe,"9761,728933","0,136584415","0,225023799","0,801780098",2,"0,12","0,360221116","0,043226534","109,9735719",1,,,,,0.009065491,0.089310035,-0.0052227606,-0.0018395409
239,Retail,LatAm,"23711,72291","0,649653708","0,002386288","0,140195626",6,"0,108","0,407382171","0,043997274","10,16765251",1,,,,,-0.005649375,0.022492772,-0.013435988,-0.020620048
240,Energy,LatAm,"35158,48267","0,79562608","0,101752316","0,12373764",7,"0,06","0,34294609","0,020576765","146,9986157",1,,,,,0.015034584,0.093636006,-0.0025285687,-0.0078007802
241,Retail,USA,"21783,17091","0,077341288","0,124337614","0,44973129",3,"0,072","0,322003995","0,023184288","408,1577264",1,,,,,0.0006821733,0.08245493,0.0058195377,0.0029126704
242,Energy,Europe,"9649,497965",1,"-0,028823126","0,65026775",9,"0,05","0,223954864","0,011197743","1262,491534",1,,,,,0.02883263,0.1966145,0.0018598707,0.0019449368
243,Finance,Europe,"42837,67508","0,600866275","0,539216335","0,285316982",1,"0,07","0,922585325","0,064580973","461,6795462",1,,,,,0.003378706,0.1707104,7.521082e-05,-0.0082753
244,Services,LatAm,"50552,75264","0,643884163","0,107578217","0,204578056",4,"0,096","0,641439121","0,061578156","37,83512837",1,,,,,0.0056265406,0.11766206,0.0030384501,0.010738924
245,Energy,Europe,"96815,36411","0,382711944","0,132957205","0,640418297",6,"0,05","0,186542079","0,009327104","1857,19067",1,,,,,-0.015056955,0.29148304,0.0109079005,0.012442492
246,Technology,LatAm,"15927,81913","0,459953978","0,056741315","0,949396494",5,"0,144","0,261450947","0,037648936","43,31814473",1,,,,,0.0011244975,0.07300429,0.019215379,0.0020126626
247,Energy,USA,"23895,20905",1,"0,011350974","0,287970873",1,"0,04","2,842442135","0,113697685","152,347396",1,,,,,-0.014020892,0.25065774,0.0227185,0.03248951
248,Manufacturing,LatAm,"27127,80398","0,573349088","-0,528239472","0,328929585",3,"0,072","1,382368472","0,09953053","113,4683131",1,,,,,-0.019215735,0.04963153,0.0060913293,-0.010676704
249,Finance,LatAm,"9617,62085","0,502662463","0,111357811","1,043390009",3,"0,084","0,458837519","0,038542352","448,4534867",1,,,,,-0.013194641,0.08408784,0.003882112,-0.0046165735
250,Manufacturing,USA,"24109,20319","0,511356582","0,362902986","0,298470757",1,"0,048","0,955898549","0,04588313","13,98391426",1,,,,,-0.013328144,0.19188665,0.017838076,-0.010602221
251,Energy,Europe,"63011,25312","0,678048651","0,186950089","0,484378421",2,"0,05","0,988006184","0,049400309","135,2537156",1,,,,,-0.013352795,0.31904143,0.022949576,0.02743169
