Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
210,Manufacturing,USA,"57689,39204",0,"1,149854386","0,123043285",3,"0,048","0,121071254","0,00581142","151,2988655",0,,,,
211,Finance,USA,"30817,0436",0,"0,378324329","0,454728217",3,"0,056","0,221864501","0,012424412","1781,146457",1,,,,
212,Retail,Europe,"69676,13517",0,"0,059999967","0,105924597",5,"0,09","0,19929637","0,017936673","160,7045358",0,,,,
213,Energy,LatAm,"11075,81328","0,455923738","0,209125921","0,655790257",3,"0,06","0,470887794","0,028253268","30,77906625",1,,,,
214,Energy,LatAm,"16861,04261","0,497387992","0,066463431","0,407505299",4,"0,06","0,484744131","0,029084648","88,1720752",1,,,,
215,Energy,USA,"5962,47754","0,440249309","0,106858685","0,028842346",4,"0,04","0,516383334","0,020655333","171,1855906",1,,,,
216,Retail,USA,"22543,92148","0,040724005","0,097757316","0,071082374",3,"0,072","0,378245246","0,027233658","27,5850459",1,,,,
217,Technology,Europe,"10560,65347","0,704503095","0,127467132","0,569661627",4,"0,12","0,573760451","0,068851254","28,8291063",1,,,,
218,Technology,USA,"6057,832011","0,486043312","0,168437762","0,829603443",3,"0,096","0,470398762","0,045158281","72,37244319",0,,,,
219,Technology,Europe,"29435,82856","0,714178822","0,287648011","0,866753372",4,"0,12","0,427519036","0,051302284","259,4948758",1,,,,
220,Services,Europe,"17097,29488","0,983147953","0,205172857","0,568945152",1,"0,08","1,983923593","0,158713887","37,51972261",1,,,,
221,Energy,USA,"9174,189336",0,"0,129318542","0,209628829",3,"0,04","0,321700929","0,012868037","1790,916537",1,,,,
222,Manufacturing,USA,"32890,09263","0,088782049","0,50166826","0,527525387",0,"0,048","0,531390629","0,02550675","472,9996336",1,,,,
223,Manufacturing,LatAm,"9465,008091","0,242595792","-0,852273344","0,624304026",3,"0,072","1,004023091","0,072289663","272,3255491",1,,,,
224,Energy,Europe,"34831,29724","0,233087566","0,051700891","0,97994005",1,"0,05","0,611378175","0,030568909","565,8545352",1,,,,
225,Manufacturing,Europe,"43274,38921","0,241136059","0,558794737","0,244944052",6,"0,06","0,120084133","0,007205048","477,5483326",1,,,,
226,Energy,USA,"31610,34153",0,"0,108914501","0,236081324",1,"0,04","0,590399907","0,023615996","12,03823368",1,,,,
227,Retail,USA,"28690,35548","0,704506058","0,061414323","0,165025442",6,"0,072","0,411820396","0,029651069","140,9287495",1,,,,
228,Manufacturing,LatAm,"65068,21068","0,607054121","0,138860344","0,368816729",2,"0,072","0,987392621","0,071092269","117,5702294",1,,,,
229,Services,USA,"11305,69285","0,746592843","-0,171913404","0,178273914",1,"0,064","2,466168451","0,157834781","92,56269566",1,,,,
230,Retail,LatAm,"4178,674972","0,368318609","0,002122749","0,214594741",1,"0,108","1,153796483","0,12461002","391,7061871",1,,,,
231,Finance,USA,"32272,65996","0,365166712","-0,032742326","0,059242009",4,"0,056","0,52250088","0,029260049","371,1236448",1,,,,
232,Retail,USA,"19335,80828","0,429939921","0,04841889","0,17474217",2,"0,072","0,913127193","0,065745158","39,83755084",1,,,,
233,Manufacturing,LatAm,"13128,77654","0,634814947","-0,600844447","0,636747257",3,"0,072","1,397511617","0,100620836","20,81544366",1,,,,
234,Energy,USA,"1148,614076","0,265709118","0,089642979","0,091004409",5,"0,04","0,290375169","0,011615007","225,3314335",1,,,,
235,Finance,LatAm,"19371,3871","0,521687038","0,650673138","0,159180418",0,"0,084","1,053657252","0,088507209","217,9894893",0,,,,
236,Technology,Europe,"11994,69053","0,749090142","0,290938451","0,586916715",3,"0,12","0,697145182","0,083657422","150,5347661",0,,,,
237,Manufacturing,Europe,"31949,36826",0,"0,972953393","0,527211435",0,"0,06","0,290381672","0,0174229","417,0276625",1,,,,
238,Technology,Europe,"9761,728933","0,136584415","0,225023799","0,801780098",2,"0,12","0,360221116","0,043226534","109,9735719",1,,,,
239,Retail,LatAm,"23711,72291","0,649653708","0,002386288","0,140195626",6,"0,108","0,407382171","0,043997274","10,16765251",1,,,,
240,Energy,LatAm,"35158,48267","0,79562608","0,101752316","0,12373764",7,"0,06","0,34294609","0,020576765","146,9986157",1,,,,
241,Retail,USA,"21783,17091","0,077341288","0,124337614","0,44973129",3,"0,072","0,322003995","0,023184288","408,1577264",1,,,,
242,Energy,Europe,"9649,497965",1,"-0,028823126","0,65026775",9,"0,05","0,223954864","0,011197743","1262,491534",1,,,,
243,Finance,Europe,"42837,67508","0,600866275","0,539216335","0,285316982",1,"0,07","0,922585325","0,064580973","461,6795462",1,,,,
244,Services,LatAm,"50552,75264","0,643884163","0,107578217","0,204578056",4,"0,096","0,641439121","0,061578156","37,83512837",1,,,,
245,Energy,Europe,"96815,36411","0,382711944","0,132957205","0,640418297",6,"0,05","0,186542079","0,009327104","1857,19067",1,,,,
246,Technology,LatAm,"15927,81913","0,459953978","0,056741315","0,949396494",5,"0,144","0,261450947","0,037648936","43,31814473",1,,,,
247,Energy,USA,"23895,20905",1,"0,011350974","0,287970873",1,"0,04","2,842442135","0,113697685","152,347396",1,,,,
248,Manufacturing,LatAm,"27127,80398","0,573349088","-0,528239472","0,328929585",3,"0,072","1,382368472","0,09953053","113,4683131",1,,,,
249,Finance,LatAm,"9617,62085","0,502662463","0,111357811","1,043390009",3,"0,084","0,458837519","0,038542352","448,4534867",1,,,,
250,Manufacturing,USA,"24109,20319","0,511356582","0,362902986","0,298470757",1,"0,048","0,955898549","0,04588313","13,98391426",1,,,,
251,Energy,Europe,"63011,25312","0,678048651","0,186950089","0,484378421",2,"0,05","0,988006184","0,049400309","135,2537156",1,,,,
252,Retail,Europe,"28241,95388","0,447790815","0,0524079","0,321432084",2,"0,09","0,86810924","0,078129832","82,32054114",0,,,,
253,Retail,Europe,"24853,35022",0,"0,037991196","0,738514412",1,"0,09","0,492998868","0,044369898","500,6812735",0,,,,
254,Energy,Europe,"56576,75656","0,578091102","0,045585414","0,444567078",2,"0,05","0,999267969","0,049963398","54,01633197",0,,,,
255,Energy,LatAm,"23206,95261","0,53026884","0,111914917","0,30187308",2,"0,06","0,934776144","0,056086569","9,950377673",1,,,,
256,Retail,USA,"15244,37304","0,949145655","0,005184753","0,636926959",0,"0,072","3,004377077","0,21631515","98,01964027",1,,,,
257,Retail,LatAm,"37762,77721","0,600109516","0,019878291","0,222592743",2,"0,108","1,184107838","0,127883646","13,14817673",1,,,,
258,Manufacturing,USA,"21887,26435","0,118009337","0,632119321","0,38474248",2,"0,048","0,287228689","0,013786977","1,097151944",1,,,,
259,Manufacturing,LatAm,"123647,9586","0,736690816","-0,259385671","0,37226987",3,"0,072","1,320865177","0,095102293","107,0315395",1,,,,
260,Technology,LatAm,"235460,1487","0,625673098","0,077543392","0,380692347",1,"0,144","1,448632608","0,208603096","75,29291507",1,,,,
261,Retail,USA,"18777,16179",1,"0,033451961","0,13977601",3,"0,072","1,643223783","0,118312112","46,09134876",1,,,,
262,Energy,Europe,"14634,03625","0,819302651","0,126305167","0,659398232",3,"0,05","0,880689367","0,044034468","132,8905345",1,,,,
263,Energy,LatAm,"22255,57014","0,882958045","0,063148188","0,060443307",3,"0,06","1,392453399","0,083547204","23,87157538",1,,,,
264,Retail,Europe,"15298,05952","0,238964961","0,103897519","0,247464168",4,"0,09","0,343289158","0,030896024","0,830450386",1,,,,
265,Retail,Europe,"10285,23817","0,622771764","0,050067422","2,195784643",2,"0,09","0,443169884","0,03988529","461,1995264",1,,,,
266,Finance,Europe,"22611,83736","0,057565859","0,076007935","0,268117444",3,"0,07","0,359256785","0,025147975","1902,252723",1,,,,
267,Retail,USA,"17275,87051",0,"0,014405315","0,587502877",8,"0,072","0,066659564","0,004799489","1040,527738",1,,,,
268,Retail,USA,"35398,37107","0,90954966","0,123601422","0,220994286",2,"0,072","1,699316184","0,122350765","24,25957965",1,,,,
269,Finance,LatAm,"62841,07332","0,915716617","0,061197025","0,224909804",2,"0,084","1,821978501","0,153046194","38,65762056",1,,,,
270,Manufacturing,Europe,"81307,37017","0,612178066","-0,045426598","0,113118274",2,"0,06","1,359523893","0,081571434","64,1766087",1,,,,
271,Retail,Europe,"14566,88986","0,111254734","0,003474107","0,365698893",5,"0,09","0,218834082","0,019695067","917,5959393",1,,,,
272,Energy,Europe,"15469,19509",1,"0,149093154","0,061433667",3,"0,05","1,522250775","0,076112539","221,2953894",1,,,,
273,Energy,Europe,"11578,33932",1,"0,108739481","0,204199312",6,"0,05","0,599991892","0,029999595","294,9284317",1,,,,
274,Manufacturing,USA,"11375,5434","0,347063395","0,059857106","0,127387896",7,"0,048","0,182144316","0,008742927","36,01618123",1,,,,
275,Energy,USA,"153593,6442","0,520419231","0,134278376","0,083727282",4,"0,04","0,551279593","0,022051184","770,556155",1,,,,
276,Manufacturing,USA,"32982,8271",1,"-0,333496266","0,520877414",4,"0,048","1,452167923","0,06970406","254,6233194",1,,,,
277,Retail,USA,"13439,62021",0,"0,008978059","0,614889597",4,"0,072","0,219495651","0,015803687","477,3735398",1,,,,
278,Energy,Europe,"91100,73706","0,911970811","0,128552243","0,23938237",2,"0,05","1,681544622","0,084077231","14,89868668",1,,,,
279,Services,LatAm,"24224,91653","0,591268227","0,415877596","0,213129886",4,"0,096","0,433640167","0,041629456","3,250886568",1,,,,
280,Manufacturing,Europe,"10115,8764","0,948880958","-0,484710252","0,074803755",4,"0,06","1,95546851","0,117328111","117,5360496",1,,,,
281,Manufacturing,LatAm,"26424,53651","0,165266209","0,316067252","0,313638759",1,"0,072","0,591562867","0,042592526","106,625603",0,,,,
282,Retail,LatAm,"15512,16612","0,379439246","0,030302525","0,111597441",3,"0,108","0,659058896","0,071178361","182,6491486",1,,,,
283,Finance,USA,"14339,49648",0,"-0,265277403","0,206592763",3,"0,056","0,478060025","0,026771361","14,30787558",1,,,,
284,Energy,LatAm,"23287,60332","0,699052545","0,043811032","0,999452952",0,"0,06","1,657053971","0,099423238","238,5576973",1,,,,
285,Retail,LatAm,"14193,10366","0,622636225","0,001660219","0,352147609",4,"0,108","0,641606761","0,06929353","24,92637972",0,,,,
286,Manufacturing,Europe,"16780,99328",0,"0,631324052","0,295001031",0,"0,06","0,458945153","0,027536709","313,7001866",0,,,,
287,Retail,LatAm,"168751,0997","0,357304244","-0,525851746","0,392264392",2,"0,108","1,304312284","0,140865727","31,0220821",1,,,,
288,Technology,LatAm,"67640,10994","0,327900514","0,15704479","0,199100472",2,"0,144","0,694374211","0,099989886","53,03587269",1,,,,
289,Manufacturing,LatAm,"9637,21337","0,2553064","0,265382979","0,273936504",1,"0,072","0,726590938","0,052314548","100,4965612",1,,,,
290,Manufacturing,LatAm,"13408,7494","0,770432599","-0,015215133","0,632370075",1,"0,072","1,741381902","0,125379497","6,896842404",1,,,,
291,Technology,Europe,"18272,31124","0,006862041","0,164533376","0,572951671",2,"0,12","0,353201646","0,042384198","447,3344694",1,,,,
292,Finance,Europe,"34035,83603","0,831579803","0,072498515","0,189811787",3,"0,07","1,197175815","0,083802307","45,86307905",1,,,,
293,Services,Europe,"28312,06586",1,"0,056000811","0,226564493",2,"0,08","2,076568855","0,166125508","46,62413545",1,,,,
294,Finance,Europe,"40204,9646","0,121462994","0,875782573","0,070913826",3,"0,07","0,196116777","0,013728174","174,9517874",1,,,,
295,Services,LatAm,"9306,628872","0,769989192","-0,605797136","0,350380864",1,"0,096","3,616803022","0,34721309","56,05811252",1,,,,
296,Services,USA,"7394,596213","0,855397242","-0,355780337","1,891930401",2,"0,064","1,097364066","0,0702313","22,83673027",1,,,,
297,Services,USA,"55528,96672",0,"0,509938067","0,041787862",6,"0,064","0,097214831","0,006221749","1470,910583",0,,,,
298,Retail,USA,"9456,039112",1,"0,044327087","0,790361076",2,"0,072","1,584854136","0,114109498","1,616814161",1,,,,
299,Services,Europe,"21766,18913","0,594696345","0,617396606","0,394505649",2,"0,08","0,592973889","0,047437911","265,4387123",0,,,,
300,Manufacturing,USA,"24801,93419","0,610285137","0,80011811","0,031365081",4,"0,048","0,332746964","0,015971854","412,4988265",1,,,,
301,Services,LatAm,"345702,4984","0,786102286","0,12741036","0,350854498",4,"0,096","0,723478695","0,069453955","314,310366",1,,,,
302,Energy,USA,"78129,9753","0,218906364","0,110654772","0,266451367",4,"0,04","0,32774451","0,01310978","26,22139798",0,,,,
303,Retail,USA,"35133,85543","0,892800056","0,09081963","0,3465894",3,"0,072","1,191348376","0,085777083","3,584193363",0,,,,
304,Technology,LatAm,"19987,15383","0,541973781","-0,461355662","0,353271319",7,"0,144","0,367027198","0,052851916","897,9459033",1,,,,
305,Technology,LatAm,"16113,71478","0,840231048","0,211328043","0,315933326",3,"0,144","0,991091781","0,142717217","3,214717546",1,,,,
306,Energy,LatAm,"35775,20356","0,795315642","0,280510594","0,274110655",2,"0,06","1,191731797","0,071503908","183,8765499",1,,,,
307,Finance,USA,"14175,35304","0,130903012","0,133369434","0,156315607",3,"0,056","0,400447455","0,022425057","109,2888027",0,,,,
308,Manufacturing,USA,"202990,9607",0,"0,963052499","0,373314837",3,"0,048","0,128772253","0,006181068","340,7922339",1,,,,
309,Technology,USA,"22330,72759","0,209903918","0,169648562","0,630422314",3,"0,096","0,343007199","0,032928691","142,1399656",1,,,,
310,Manufacturing,USA,"24825,70117","0,095569247","0,093127521","0,552435905",4,"0,048","0,240270093","0,011532964","836,407202",1,,,,
311,Finance,LatAm,"27634,56925","0,544122132","0,343120737","0,182851623",0,"0,084","1,464679796","0,123033103","41,15669528",1,,,,
312,Energy,Europe,"12570,82375",0,"0,140826865","0,633814997",3,"0,05","0,257242936","0,012862147","100,8129012",1,,,,
313,Finance,USA,"10184,92082",0,"0,660511228","0,065191484",5,"0,056","0,111569566","0,006247896","2741,892304",1,,,,
314,Retail,Europe,"8161,587377",0,"0,116655563","0,106455805",3,"0,09","0,343048492","0,030874364","414,0931869",0,,,,
315,Retail,USA,"8236,161308","0,718509547","0,046690548","0,127292669",3,"0,072","1,069752634","0,07702219","268,8282325",0,,,,
316,Services,USA,"54090,19262","0,08865422","-0,008001608","0,26481094",4,"0,064","0,303788807","0,019442484","378,6511904",1,,,,
317,Retail,Europe,"31111,83101",0,"0,067788809","0,264774938",3,"0,09","0,332812411","0,029953117","436,5842709",0,,,,
318,Retail,Europe,"41766,46607",0,"0,111841391","1,379297395",2,"0,09","0,246229786","0,022160681","279,555767",1,,,,
319,Services,LatAm,"24043,06521","0,547365333","0,377705475","0,169099721",2,"0,096","0,78567871","0,075425156","29,21266175",0,,,,
320,Energy,USA,"24458,96607","0,136304414","-0,024788434","0,255037569",6,"0,04","0,182999158","0,007319966","533,8093957",0,,,,
321,Services,Europe,"13438,22145","0,00440492","0,378686329","0,590300877",3,"0,08","0,208622394","0,016689792","123,5205527",0,,,,
322,Finance,LatAm,"15743,86561","0,997675552","-0,330212051","0,236547061",3,"0,084","2,244430576","0,188532168","6,324387949",1,,,,
323,Manufacturing,Europe,"29008,25804","0,620753789","0,348349146","0,056962792",3,"0,06","0,707724873","0,042463492","119,0570573",1,,,,
324,Retail,LatAm,"16163,50252","0,604023056","0,071457397","0,526019032",6,"0,108","0,292751156","0,031617125","299,7021339",1,,,,
325,Energy,USA,"31538,78071","0,190050655","0,051086386","0,340795153",3,"0,04","0,433264025","0,017330561","121,9163954",0,,,,
326,Finance,USA,"7930,529757",1,"-0,561884308","0,483520825",2,"0,056","3,387607417","0,189706015","29,79560511",1,,,,
327,Technology,LatAm,"28191,12942","0,326540289","0,160131967","0,695541577",5,"0,144","0,219129517","0,03155465","842,9628188",1,,,,
328,Services,Europe,"16484,8239","0,397649451","0,230092225","0,056279546",1,"0,08","1,038982822","0,083118626","104,8325183",1,,,,
329,Technology,Europe,"16935,91024",1,"0,100020041","0,658627897",3,"0,12","1,18609454","0,142331345","74,19382081",1,,,,
330,Energy,Europe,"57685,6052","0,55950717","0,131302705","0,132302208",3,"0,05","0,772446094","0,038622305","171,6783317",1,,,,
331,Manufacturing,USA,"11902,49387","0,47698671","-0,340312728","0,128357187",1,"0,048","1,996936388","0,095852947","488,6466892",0,,,,
332,Technology,Europe,"15546,99163","0,981106539","0,220472625","0,579595286",8,"0,12","0,237257208","0,028470865","192,7008824",1,,,,
333,Services,LatAm,"5940,611563","0,572707917","-0,480164053","0,591643978",4,"0,096","0,855049376","0,08208474","57,93797325",1,,,,
334,Services,LatAm,"28248,01588","0,850751183","0,025122672","0,382237062",4,"0,096","0,869258762","0,083448841","364,2090772",1,,,,
335,Energy,USA,"51141,07116","0,718216134","0,1293489","0,233293833",4,"0,04","0,691652502","0,0276661","215,4961562",0,,,,
336,Manufacturing,USA,"19360,35945","0,119801484","0,293291766","0,333877367",2,"0,048","0,414563871","0,019899066","134,9528541",0,,,,
337,Energy,Europe,"16130,41527","0,946894714","0,107674946","0,423277255",3,"0,05","1,222659614","0,061132981","448,7040872",1,,,,
338,Technology,LatAm,"40788,77038","0,842587282","0,063759186","0,322400769",3,"0,144","1,149033728","0,165460857","12,9265214",1,,,,
339,Manufacturing,Europe,"2744,649396","0,62338588","-0,03356063","0,154988302",1,"0,06","1,806055705","0,108363342","63,77733204",1,,,,
340,Manufacturing,LatAm,"14340,51839","0,445481306","-0,111832802","0,095909522",4,"0,072","0,626316152","0,045094763","125,0263371",1,,,,
341,Manufacturing,Europe,"16328,58086","0,240059056","0,133568165","0,513417848",3,"0,06","0,394479342","0,023668761","829,3144903",1,,,,
342,Retail,LatAm,"11994,21027","0,908826092","0,031804303","0,302611844",5,"0,108","0,726242653","0,078434207","124,4952185",1,,,,
343,Finance,Europe,"42422,00839","0,364150243","0,029109195","0,255672353",2,"0,07","0,81000083","0,056700058","117,3195055",1,,,,
344,Technology,Europe,"14553,21123","0,830268922","0,076072461","0,676659783",4,"0,12","0,691426123","0,082971135","73,8774153",0,,,,
345,Finance,USA,"31161,07506",0,"0,850651661","0,141309859",7,"0,056","0,048737497","0,0027293","100,7138877",1,,,,
346,Retail,Europe,"20863,72594","0,525775744","0,083184618","0,5765233",3,"0,09","0,617063926","0,055535753","67,94464535",1,,,,
347,Finance,LatAm,"34164,96381","0,73571237","-0,341529112","0,366039665",1,"0,084","2,617128789","0,219838818","31,9995018",1,,,,
348,Technology,USA,"17250,25452","0,328063688","0,13047091","0,340442079",3,"0,096","0,492334745","0,047264136","5,973797046",0,,,,
